"CellID","Group","Cell","ExpLibSize","Matrix_Order","spatial_index","row","col","Checker_120_15","Mapped_Color"
"Type2_5929","Type2","Cell11931",58187.4956841544,11931,11969,99,88,"White","#8c510a"
"Type2_5930","Type2","Cell11932",44475.2689074541,11932,11970,99,89,"White","#8c510a"
"Type2_5931","Type2","Cell11933",47262.1072729002,11933,11973,99,92,"Black","#8c510a"
"Type2_5932","Type2","Cell11934",41416.3787066535,11934,11975,99,94,"Black","#8c510a"
"Type1_6003","Type1","Cell11935",55820.3510358836,11935,11874,98,113,"White","#35978f"
"Type1_6004","Type1","Cell11936",62219.4234616751,11936,11883,99,2,"Black","#35978f"
"Type2_5933","Type2","Cell11937",73406.4328406518,11937,11981,99,100,"Black","#8c510a"
"Type1_6005","Type1","Cell11938",77220.0609322733,11938,11885,99,4,"Black","#35978f"
"Type1_6006","Type1","Cell11939",59599.2386602437,11939,11886,99,5,"Black","#35978f"
"Type1_6007","Type1","Cell11940",53382.4420181294,11940,11887,99,6,"Black","#35978f"
"Type2_5934","Type2","Cell11941",69414.9511029889,11941,11982,99,101,"Black","#8c510a"
"Type1_6008","Type1","Cell11942",75059.0808645172,11942,11888,99,7,"Black","#35978f"
"Type1_6009","Type1","Cell11943",66938.14768867,11943,11889,99,8,"Black","#35978f"
"Type1_6010","Type1","Cell11944",50628.0130143374,11944,11890,99,9,"Black","#35978f"
"Type2_5935","Type2","Cell11945",68627.9971877646,11945,11986,99,105,"White","#8c510a"
"Type2_5936","Type2","Cell11946",60393.3363008977,11946,11987,99,106,"White","#8c510a"
"Type2_5937","Type2","Cell11947",85391.0719570238,11947,11989,99,108,"White","#8c510a"
"Type1_6011","Type1","Cell11948",62802.7351584357,11948,11891,99,10,"Black","#35978f"
"Type1_6012","Type1","Cell11949",74517.9363560066,11949,11892,99,11,"Black","#35978f"
"Type2_5938","Type2","Cell11950",48016.6349790695,11950,11990,99,109,"White","#8c510a"
"Type1_6013","Type1","Cell11951",80503.7051969088,11951,11895,99,14,"Black","#35978f"
"Type1_6014","Type1","Cell11952",49802.4957494704,11952,11911,99,30,"Black","#35978f"
"Type2_5939","Type2","Cell11953",54231.925543394,11953,11991,99,110,"White","#8c510a"
"Type2_5940","Type2","Cell11954",58793.1955850219,11954,11993,99,112,"White","#8c510a"
"Type2_5941","Type2","Cell11955",66421.5306690555,11955,11994,99,113,"White","#8c510a"
"Type1_6015","Type1","Cell11956",53847.6831453109,11956,11912,99,31,"Black","#35978f"
"Type1_6016","Type1","Cell11957",67278.1769374713,11957,11913,99,32,"Black","#35978f"
"Type2_5942","Type2","Cell11958",62007.2963007254,11958,11995,99,114,"White","#8c510a"
"Type2_5943","Type2","Cell11959",72069.6021060544,11959,11997,99,116,"White","#8c510a"
"Type1_6017","Type1","Cell11960",58477.09473423,11960,11916,99,35,"Black","#35978f"
"Type1_6018","Type1","Cell11961",55497.3072832321,11961,11918,99,37,"Black","#35978f"
"Type2_5944","Type2","Cell11962",58346.838232164,11962,11998,99,117,"White","#8c510a"
"Type1_6019","Type1","Cell11963",68906.6463719897,11963,11919,99,38,"Black","#35978f"
"Type2_5945","Type2","Cell11964",72272.2027694313,11964,11999,99,118,"White","#8c510a"
"Type2_5946","Type2","Cell11965",65411.8159221853,11965,12000,99,119,"White","#8c510a"
"Type1_6020","Type1","Cell11966",61889.688301361,11966,11920,99,39,"Black","#35978f"
"Type2_5947","Type2","Cell11967",86500.0332911034,11967,12002,100,1,"Black","#8c510a"
"Type1_6021","Type1","Cell11968",46548.7838690949,11968,11921,99,40,"Black","#35978f"
"Type1_6022","Type1","Cell11969",75266.6343055005,11969,11922,99,41,"Black","#35978f"
"Type2_5948","Type2","Cell11970",59441.0016250343,11970,12012,100,11,"Black","#8c510a"
"Type1_6023","Type1","Cell11971",60517.4884706159,11971,11923,99,42,"Black","#35978f"
"Type2_5949","Type2","Cell11972",30513.6879913305,11972,12016,100,15,"White","#8c510a"
"Type1_6024","Type1","Cell11973",47978.2981805579,11973,11925,99,44,"Black","#35978f"
"Type2_5950","Type2","Cell11974",57690.5013762124,11974,12017,100,16,"White","#8c510a"
"Type1_6025","Type1","Cell11975",72142.7614211549,11975,11928,99,47,"White","#35978f"
"Type2_5951","Type2","Cell11976",65766.5487934304,11976,12018,100,17,"White","#8c510a"
"Type1_6026","Type1","Cell11977",62365.4722986823,11977,11931,99,50,"White","#35978f"
"Type2_5952","Type2","Cell11978",61706.3252117924,11978,12019,100,18,"White","#8c510a"
"Type2_5953","Type2","Cell11979",75686.822034243,11979,12020,100,19,"White","#8c510a"
"Type2_5954","Type2","Cell11980",44535.8152089355,11980,12022,100,21,"White","#8c510a"
"Type1_6027","Type1","Cell11981",68210.7638897833,11981,11933,99,52,"White","#35978f"
"Type1_6028","Type1","Cell11982",52099.2594870047,11982,11934,99,53,"White","#35978f"
"Type2_5955","Type2","Cell11983",83606.4923615078,11983,12023,100,22,"White","#8c510a"
"Type2_5956","Type2","Cell11984",57541.1041726877,11984,12024,100,23,"White","#8c510a"
"Type2_5957","Type2","Cell11985",58265.1623719674,11985,12025,100,24,"White","#8c510a"
"Type1_6029","Type1","Cell11986",51086.7671975347,11986,11941,99,60,"Black","#35978f"
"Type1_6030","Type1","Cell11987",44884.848600784,11987,11942,99,61,"Black","#35978f"
"Type1_6031","Type1","Cell11988",48893.569675607,11988,11944,99,63,"Black","#35978f"
"Type1_6032","Type1","Cell11989",34077.7521908197,11989,11945,99,64,"Black","#35978f"
"Type2_5958","Type2","Cell11990",61381.3087440269,11990,12026,100,25,"White","#8c510a"
"Type1_6033","Type1","Cell11991",73063.412258934,11991,11946,99,65,"Black","#35978f"
"Type2_5959","Type2","Cell11992",74830.197787798,11992,12027,100,26,"White","#8c510a"
"Type1_6034","Type1","Cell11993",84994.989065079,11993,11948,99,67,"Black","#35978f"
"Type1_6035","Type1","Cell11994",50273.6250623849,11994,11949,99,68,"Black","#35978f"
"Type2_5960","Type2","Cell11995",64718.6686968816,11995,12028,100,27,"White","#8c510a"
"Type2_5961","Type2","Cell11996",71009.0859793298,11996,12030,100,29,"White","#8c510a"
"Type1_6036","Type1","Cell11997",62500.8699007062,11997,11950,99,69,"Black","#35978f"
"Type1_6037","Type1","Cell11998",53633.7190977175,11998,11952,99,71,"Black","#35978f"
"Type1_6038","Type1","Cell11999",94871.9565111313,11999,11953,99,72,"Black","#35978f"
"Type2_5962","Type2","Cell12000",62218.9519957244,12000,12033,100,32,"Black","#8c510a"
"Type1_6039","Type1","Cell12001",69160.2992120977,12001,11955,99,74,"Black","#35978f"
"Type2_5963","Type2","Cell12002",46513.563035514,12002,12040,100,39,"Black","#8c510a"
"Type1_6040","Type1","Cell12003",51512.3204537322,12003,11964,99,83,"White","#35978f"
"Type1_6041","Type1","Cell12004",46963.4245347059,12004,11971,99,90,"Black","#35978f"
"Type2_5964","Type2","Cell12005",49043.8373582041,12005,12046,100,45,"White","#8c510a"
"Type2_5965","Type2","Cell12006",61488.9074173551,12006,12047,100,46,"White","#8c510a"
"Type1_6042","Type1","Cell12007",61035.2182819377,12007,11972,99,91,"Black","#35978f"
"Type2_5966","Type2","Cell12008",63091.3126663988,12008,12048,100,47,"White","#8c510a"
"Type2_5967","Type2","Cell12009",70173.9925953409,12009,12049,100,48,"White","#8c510a"
"Type1_6043","Type1","Cell12010",37140.7669617927,12010,11974,99,93,"Black","#35978f"
"Type1_6044","Type1","Cell12011",70788.1146831575,12011,11976,99,95,"Black","#35978f"
"Type2_5968","Type2","Cell12012",56349.7477139734,12012,12050,100,49,"White","#8c510a"
"Type2_5969","Type2","Cell12013",74426.1304633627,12013,12051,100,50,"White","#8c510a"
"Type2_5970","Type2","Cell12014",65569.4492472993,12014,12052,100,51,"White","#8c510a"
"Type1_6045","Type1","Cell12015",66266.7754878364,12015,11977,99,96,"Black","#35978f"
"Type1_6046","Type1","Cell12016",56025.6552746157,12016,11978,99,97,"Black","#35978f"
"Type1_6047","Type1","Cell12017",53295.0297202219,12017,11979,99,98,"Black","#35978f"
"Type1_6048","Type1","Cell12018",80287.7080434667,12018,11980,99,99,"Black","#35978f"
"Type2_5971","Type2","Cell12019",59923.3906702418,12019,12053,100,52,"White","#8c510a"
"Type1_6049","Type1","Cell12020",57015.0968596727,12020,11983,99,102,"Black","#35978f"
"Type1_6050","Type1","Cell12021",66489.7286747553,12021,11984,99,103,"Black","#35978f"
"Type1_6051","Type1","Cell12022",55084.1646592785,12022,11985,99,104,"Black","#35978f"
"Type2_5972","Type2","Cell12023",46789.5501466423,12023,12054,100,53,"White","#8c510a"
"Type2_5973","Type2","Cell12024",66511.1682332161,12024,12056,100,55,"White","#8c510a"
"Type2_5974","Type2","Cell12025",84287.0524253437,12025,12057,100,56,"White","#8c510a"
"Type2_5975","Type2","Cell12026",68584.308896813,12026,12058,100,57,"White","#8c510a"
"Type2_5976","Type2","Cell12027",54088.2673997132,12027,12059,100,58,"White","#8c510a"
"Type2_5977","Type2","Cell12028",68267.7545086596,12028,12060,100,59,"White","#8c510a"
"Type1_6052","Type1","Cell12029",78696.5891743088,12029,11988,99,107,"White","#35978f"
"Type1_6053","Type1","Cell12030",49012.2611374863,12030,11992,99,111,"White","#35978f"
"Type1_6054","Type1","Cell12031",67664.3296800385,12031,11996,99,115,"White","#35978f"
"Type1_6055","Type1","Cell12032",54771.1318911593,12032,12001,100,0,"Black","#35978f"
"Type1_6056","Type1","Cell12033",52195.8614807817,12033,12003,100,2,"Black","#35978f"
"Type2_5978","Type2","Cell12034",47363.5786520027,12034,12069,100,68,"Black","#8c510a"
"Type2_5979","Type2","Cell12035",67034.4443097921,12035,12072,100,71,"Black","#8c510a"
"Type1_6057","Type1","Cell12036",74690.5944101281,12036,12004,100,3,"Black","#35978f"
"Type1_6058","Type1","Cell12037",62795.9340329734,12037,12005,100,4,"Black","#35978f"
"Type2_5980","Type2","Cell12038",60148.9111396697,12038,12076,100,75,"White","#8c510a"
"Type1_6059","Type1","Cell12039",66296.0063213317,12039,12006,100,5,"Black","#35978f"
"Type2_5981","Type2","Cell12040",48299.5458031664,12040,12077,100,76,"White","#8c510a"
"Type2_5982","Type2","Cell12041",70657.612604503,12041,12081,100,80,"White","#8c510a"
"Type1_6060","Type1","Cell12042",53884.9413637111,12042,12007,100,6,"Black","#35978f"
"Type1_6061","Type1","Cell12043",56360.9848731675,12043,12008,100,7,"Black","#35978f"
"Type1_6062","Type1","Cell12044",61183.1987992115,12044,12009,100,8,"Black","#35978f"
"Type1_6063","Type1","Cell12045",78252.1534512384,12045,12010,100,9,"Black","#35978f"
"Type1_6064","Type1","Cell12046",64362.0580313066,12046,12011,100,10,"Black","#35978f"
"Type1_6065","Type1","Cell12047",65096.1304339843,12047,12013,100,12,"Black","#35978f"
"Type2_5983","Type2","Cell12048",54725.3370836108,12048,12083,100,82,"White","#8c510a"
"Type2_5984","Type2","Cell12049",67297.8440772,12049,12086,100,85,"White","#8c510a"
"Type2_5985","Type2","Cell12050",74940.248838614,12050,12087,100,86,"White","#8c510a"
"Type2_5986","Type2","Cell12051",51523.9889751588,12051,12088,100,87,"White","#8c510a"
"Type1_6066","Type1","Cell12052",71686.7774403897,12052,12014,100,13,"Black","#35978f"
"Type1_6067","Type1","Cell12053",48278.0379287409,12053,12015,100,14,"Black","#35978f"
"Type2_5987","Type2","Cell12054",62101.8674426794,12054,12089,100,88,"White","#8c510a"
"Type1_6068","Type1","Cell12055",60016.4027074062,12055,12021,100,20,"White","#35978f"
"Type2_5988","Type2","Cell12056",37664.6671298226,12056,12090,100,89,"White","#8c510a"
"Type1_6069","Type1","Cell12057",52962.4290438937,12057,12029,100,28,"White","#35978f"
"Type2_5989","Type2","Cell12058",65836.6762521249,12058,12096,100,95,"Black","#8c510a"
"Type1_6070","Type1","Cell12059",56485.2066958814,12059,12031,100,30,"Black","#35978f"
"Type2_5990","Type2","Cell12060",67050.1775520277,12060,12101,100,100,"Black","#8c510a"
"Type1_6071","Type1","Cell12061",57426.1576459884,12061,12032,100,31,"Black","#35978f"
"Type2_5991","Type2","Cell12062",58367.2833239657,12062,12103,100,102,"Black","#8c510a"
"Type2_5992","Type2","Cell12063",60225.4326985039,12063,12106,100,105,"White","#8c510a"
"Type1_6072","Type1","Cell12064",66997.5836516299,12064,12034,100,33,"Black","#35978f"
"Type1_6073","Type1","Cell12065",61864.8697191105,12065,12035,100,34,"Black","#35978f"
"Type2_5993","Type2","Cell12066",54371.1818182422,12066,12107,100,106,"White","#8c510a"
"Type1_6074","Type1","Cell12067",65200.0731948246,12067,12036,100,35,"Black","#35978f"
"Type1_6075","Type1","Cell12068",60669.8442103599,12068,12037,100,36,"Black","#35978f"
"Type2_5994","Type2","Cell12069",56103.8772080911,12069,12108,100,107,"White","#8c510a"
"Type2_5995","Type2","Cell12070",85525.1239600226,12070,12109,100,108,"White","#8c510a"
"Type1_6076","Type1","Cell12071",76580.6355051073,12071,12038,100,37,"Black","#35978f"
"Type2_5996","Type2","Cell12072",49129.3993313339,12072,12110,100,109,"White","#8c510a"
"Type1_6077","Type1","Cell12073",47007.3379826939,12073,12039,100,38,"Black","#35978f"
"Type1_6078","Type1","Cell12074",54428.4120999201,12074,12041,100,40,"Black","#35978f"
"Type1_6079","Type1","Cell12075",55169.1724166346,12075,12042,100,41,"Black","#35978f"
"Type1_6080","Type1","Cell12076",80957.1977311581,12076,12043,100,42,"Black","#35978f"
"Type1_6081","Type1","Cell12077",67027.6623486838,12077,12044,100,43,"Black","#35978f"
"Type1_6082","Type1","Cell12078",74933.8435255832,12078,12045,100,44,"Black","#35978f"
"Type2_5997","Type2","Cell12079",61702.8913086904,12079,12111,100,110,"White","#8c510a"
"Type1_6083","Type1","Cell12080",42950.7418787996,12080,12055,100,54,"White","#35978f"
"Type1_6084","Type1","Cell12081",56470.9014531376,12081,12061,100,60,"Black","#35978f"
"Type2_5998","Type2","Cell12082",78066.3337300185,12082,12112,100,111,"White","#8c510a"
"Type2_5999","Type2","Cell12083",53004.6405584637,12083,12113,100,112,"White","#8c510a"
"Type1_6085","Type1","Cell12084",55173.2909930411,12084,12062,100,61,"Black","#35978f"
"Type2_6000","Type2","Cell12085",55288.6377530917,12085,12114,100,113,"White","#8c510a"
"Type2_6001","Type2","Cell12086",46946.4706658975,12086,12115,100,114,"White","#8c510a"
"Type2_6002","Type2","Cell12087",68054.0565303284,12087,12116,100,115,"White","#8c510a"
"Type1_6086","Type1","Cell12088",87370.0609768693,12088,12063,100,62,"Black","#35978f"
"Type2_6003","Type2","Cell12089",51092.3623702672,12089,12117,100,116,"White","#8c510a"
"Type1_6087","Type1","Cell12090",66962.0911493684,12090,12064,100,63,"Black","#35978f"
"Type2_6004","Type2","Cell12091",78644.1200045043,12091,12118,100,117,"White","#8c510a"
"Type1_6088","Type1","Cell12092",64621.9072847395,12092,12065,100,64,"Black","#35978f"
"Type1_6089","Type1","Cell12093",58753.6446856004,12093,12066,100,65,"Black","#35978f"
"Type1_6090","Type1","Cell12094",56208.9237919038,12094,12067,100,66,"Black","#35978f"
"Type2_6005","Type2","Cell12095",51452.941781437,12095,12119,100,118,"White","#8c510a"
"Type1_6091","Type1","Cell12096",71471.4626193021,12096,12068,100,67,"Black","#35978f"
"Type2_6006","Type2","Cell12097",50452.2671047356,12097,12120,100,119,"White","#8c510a"
"Type1_6092","Type1","Cell12098",57557.7663998381,12098,12070,100,69,"Black","#35978f"
"Type1_6093","Type1","Cell12099",55789.2751830459,12099,12071,100,70,"Black","#35978f"
"Type2_6007","Type2","Cell12100",50592.1871415945,12100,12123,101,2,"Black","#8c510a"
"Type2_6008","Type2","Cell12101",67930.1600287168,12101,12126,101,5,"Black","#8c510a"
"Type1_6094","Type1","Cell12102",66957.9197851756,12102,12073,100,72,"Black","#35978f"
"Type1_6095","Type1","Cell12103",54339.8016534002,12103,12074,100,73,"Black","#35978f"
"Type2_6009","Type2","Cell12104",47044.8727683727,12104,12127,101,6,"Black","#8c510a"
"Type2_6010","Type2","Cell12105",81609.7617744141,12105,12129,101,8,"Black","#8c510a"
"Type1_6096","Type1","Cell12106",63979.9258412181,12106,12075,100,74,"Black","#35978f"
"Type2_6011","Type2","Cell12107",53443.0745905739,12107,12132,101,11,"Black","#8c510a"
"Type1_6097","Type1","Cell12108",43277.0257168083,12108,12078,100,77,"White","#35978f"
"Type2_6012","Type2","Cell12109",83823.9677049367,12109,12134,101,13,"Black","#8c510a"
"Type1_6098","Type1","Cell12110",44312.6470655423,12110,12079,100,78,"White","#35978f"
"Type2_6013","Type2","Cell12111",51143.0899758665,12111,12136,101,15,"White","#8c510a"
"Type1_6099","Type1","Cell12112",56353.0756827924,12112,12080,100,79,"White","#35978f"
"Type2_6014","Type2","Cell12113",80632.7874134147,12113,12138,101,17,"White","#8c510a"
"Type2_6015","Type2","Cell12114",74796.359830397,12114,12139,101,18,"White","#8c510a"
"Type2_6016","Type2","Cell12115",62498.4946704682,12115,12141,101,20,"White","#8c510a"
"Type1_6100","Type1","Cell12116",50452.8732772299,12116,12082,100,81,"White","#35978f"
"Type2_6017","Type2","Cell12117",53712.4008395153,12117,12143,101,22,"White","#8c510a"
"Type2_6018","Type2","Cell12118",75497.5544522777,12118,12144,101,23,"White","#8c510a"
"Type1_6101","Type1","Cell12119",54029.2600737751,12119,12084,100,83,"White","#35978f"
"Type1_6102","Type1","Cell12120",63136.7045508756,12120,12085,100,84,"White","#35978f"
"Type1_6103","Type1","Cell12121",57790.5667443679,12121,12091,100,90,"Black","#35978f"
"Type1_6104","Type1","Cell12122",69765.4301285738,12122,12092,100,91,"Black","#35978f"
"Type2_6019","Type2","Cell12123",68461.5293449872,12123,12145,101,24,"White","#8c510a"
"Type2_6020","Type2","Cell12124",39952.7786567448,12124,12147,101,26,"White","#8c510a"
"Type2_6021","Type2","Cell12125",67981.2015364653,12125,12148,101,27,"White","#8c510a"
"Type1_6105","Type1","Cell12126",69087.2224166059,12126,12093,100,92,"Black","#35978f"
"Type1_6106","Type1","Cell12127",81822.6449681392,12127,12094,100,93,"Black","#35978f"
"Type1_6107","Type1","Cell12128",50548.4120813039,12128,12095,100,94,"Black","#35978f"
"Type2_6022","Type2","Cell12129",67233.9582209447,12129,12150,101,29,"White","#8c510a"
"Type2_6023","Type2","Cell12130",93893.5172989029,12130,12153,101,32,"Black","#8c510a"
"Type1_6108","Type1","Cell12131",50608.8952067321,12131,12097,100,96,"Black","#35978f"
"Type2_6024","Type2","Cell12132",94151.1958070036,12132,12156,101,35,"Black","#8c510a"
"Type2_6025","Type2","Cell12133",56289.4761264038,12133,12157,101,36,"Black","#8c510a"
"Type2_6026","Type2","Cell12134",54117.6000158907,12134,12158,101,37,"Black","#8c510a"
"Type2_6027","Type2","Cell12135",90504.2617750365,12135,12160,101,39,"Black","#8c510a"
"Type1_6109","Type1","Cell12136",62900.3572197888,12136,12098,100,97,"Black","#35978f"
"Type2_6028","Type2","Cell12137",64330.9241420149,12137,12166,101,45,"White","#8c510a"
"Type1_6110","Type1","Cell12138",64741.5848009611,12138,12099,100,98,"Black","#35978f"
"Type1_6111","Type1","Cell12139",52952.4275718056,12139,12100,100,99,"Black","#35978f"
"Type1_6112","Type1","Cell12140",62144.6220990954,12140,12102,100,101,"Black","#35978f"
"Type2_6029","Type2","Cell12141",69080.4655850594,12141,12168,101,47,"White","#8c510a"
"Type2_6030","Type2","Cell12142",67365.97389902,12142,12169,101,48,"White","#8c510a"
"Type1_6113","Type1","Cell12143",69231.8547446148,12143,12104,100,103,"Black","#35978f"
"Type1_6114","Type1","Cell12144",59753.7690770307,12144,12105,100,104,"Black","#35978f"
"Type1_6115","Type1","Cell12145",60948.7213307964,12145,12121,101,0,"Black","#35978f"
"Type1_6116","Type1","Cell12146",48960.1828438766,12146,12122,101,1,"Black","#35978f"
"Type1_6117","Type1","Cell12147",62134.4007879974,12147,12124,101,3,"Black","#35978f"
"Type1_6118","Type1","Cell12148",51964.806658266,12148,12125,101,4,"Black","#35978f"
"Type1_6119","Type1","Cell12149",50084.2016536783,12149,12128,101,7,"Black","#35978f"
"Type1_6120","Type1","Cell12150",67764.9052415631,12150,12130,101,9,"Black","#35978f"
"Type2_6031","Type2","Cell12151",62854.923932901,12151,12170,101,49,"White","#8c510a"
"Type2_6032","Type2","Cell12152",60942.8329129906,12152,12172,101,51,"White","#8c510a"
"Type1_6121","Type1","Cell12153",41066.4905365851,12153,12131,101,10,"Black","#35978f"
"Type2_6033","Type2","Cell12154",66366.5372941263,12154,12173,101,52,"White","#8c510a"
"Type1_6122","Type1","Cell12155",82327.8948601503,12155,12133,101,12,"Black","#35978f"
"Type2_6034","Type2","Cell12156",72515.840926055,12156,12174,101,53,"White","#8c510a"
"Type1_6123","Type1","Cell12157",66039.8085622996,12157,12135,101,14,"Black","#35978f"
"Type1_6124","Type1","Cell12158",58295.8705925638,12158,12137,101,16,"White","#35978f"
"Type1_6125","Type1","Cell12159",52152.6700803134,12159,12140,101,19,"White","#35978f"
"Type2_6035","Type2","Cell12160",49990.9983239373,12160,12175,101,54,"White","#8c510a"
"Type2_6036","Type2","Cell12161",67386.9659147303,12161,12177,101,56,"White","#8c510a"
"Type2_6037","Type2","Cell12162",58996.097227691,12162,12178,101,57,"White","#8c510a"
"Type2_6038","Type2","Cell12163",78918.8857757448,12163,12179,101,58,"White","#8c510a"
"Type1_6126","Type1","Cell12164",50462.19053079,12164,12142,101,21,"White","#35978f"
"Type1_6127","Type1","Cell12165",79178.3123603596,12165,12146,101,25,"White","#35978f"
"Type2_6039","Type2","Cell12166",41832.3082632129,12166,12180,101,59,"White","#8c510a"
"Type1_6128","Type1","Cell12167",62784.545025613,12167,12149,101,28,"White","#35978f"
"Type2_6040","Type2","Cell12168",71800.4992568505,12168,12181,101,60,"Black","#8c510a"
"Type1_6129","Type1","Cell12169",50228.687115994,12169,12151,101,30,"Black","#35978f"
"Type2_6041","Type2","Cell12170",63862.0414900556,12170,12184,101,63,"Black","#8c510a"
"Type2_6042","Type2","Cell12171",60339.2749462661,12171,12185,101,64,"Black","#8c510a"
"Type2_6043","Type2","Cell12172",50244.4362528116,12172,12190,101,69,"Black","#8c510a"
"Type1_6130","Type1","Cell12173",85967.8289421116,12173,12152,101,31,"Black","#35978f"
"Type1_6131","Type1","Cell12174",50056.9931356688,12174,12154,101,33,"Black","#35978f"
"Type2_6044","Type2","Cell12175",58376.3569548428,12175,12193,101,72,"Black","#8c510a"
"Type1_6132","Type1","Cell12176",55000.7314905833,12176,12155,101,34,"Black","#35978f"
"Type1_6133","Type1","Cell12177",52019.5043130143,12177,12159,101,38,"Black","#35978f"
"Type1_6134","Type1","Cell12178",74646.1567094398,12178,12161,101,40,"Black","#35978f"
"Type2_6045","Type2","Cell12179",67425.4492274026,12179,12194,101,73,"Black","#8c510a"
"Type2_6046","Type2","Cell12180",70976.1636093714,12180,12197,101,76,"White","#8c510a"
"Type2_6047","Type2","Cell12181",53342.2720251936,12181,12198,101,77,"White","#8c510a"
"Type1_6135","Type1","Cell12182",38750.3500147549,12182,12162,101,41,"Black","#35978f"
"Type1_6136","Type1","Cell12183",56751.521827553,12183,12163,101,42,"Black","#35978f"
"Type1_6137","Type1","Cell12184",62064.1162931506,12184,12164,101,43,"Black","#35978f"
"Type2_6048","Type2","Cell12185",53065.460259718,12185,12199,101,78,"White","#8c510a"
"Type2_6049","Type2","Cell12186",54127.6403754618,12186,12200,101,79,"White","#8c510a"
"Type2_6050","Type2","Cell12187",108164.456196668,12187,12201,101,80,"White","#8c510a"
"Type2_6051","Type2","Cell12188",73115.6250230257,12188,12202,101,81,"White","#8c510a"
"Type2_6052","Type2","Cell12189",67406.1193602603,12189,12203,101,82,"White","#8c510a"
"Type1_6138","Type1","Cell12190",70834.4325355928,12190,12165,101,44,"Black","#35978f"
"Type2_6053","Type2","Cell12191",64849.8433423201,12191,12204,101,83,"White","#8c510a"
"Type1_6139","Type1","Cell12192",61184.9395227199,12192,12167,101,46,"White","#35978f"
"Type2_6054","Type2","Cell12193",64714.6965599911,12193,12206,101,85,"White","#8c510a"
"Type1_6140","Type1","Cell12194",52790.0524314838,12194,12171,101,50,"White","#35978f"
"Type1_6141","Type1","Cell12195",52201.8615645634,12195,12176,101,55,"White","#35978f"
"Type2_6055","Type2","Cell12196",60494.6665465319,12196,12207,101,86,"White","#8c510a"
"Type1_6142","Type1","Cell12197",55019.3069028574,12197,12182,101,61,"Black","#35978f"
"Type2_6056","Type2","Cell12198",53891.4716337661,12198,12209,101,88,"White","#8c510a"
"Type1_6143","Type1","Cell12199",73756.2918947333,12199,12183,101,62,"Black","#35978f"
"Type2_6057","Type2","Cell12200",70373.7441173389,12200,12217,101,96,"Black","#8c510a"
"Type1_6144","Type1","Cell12201",55559.6852017324,12201,12186,101,65,"Black","#35978f"
"Type1_6145","Type1","Cell12202",92677.7494586297,12202,12187,101,66,"Black","#35978f"
"Type1_6146","Type1","Cell12203",48278.8182791737,12203,12188,101,67,"Black","#35978f"
"Type1_6147","Type1","Cell12204",78999.2696200043,12204,12189,101,68,"Black","#35978f"
"Type2_6058","Type2","Cell12205",50390.9630135971,12205,12219,101,98,"Black","#8c510a"
"Type1_6148","Type1","Cell12206",65764.9999444256,12206,12191,101,70,"Black","#35978f"
"Type1_6149","Type1","Cell12207",57293.015061326,12207,12192,101,71,"Black","#35978f"
"Type2_6059","Type2","Cell12208",70812.1186045361,12208,12226,101,105,"White","#8c510a"
"Type2_6060","Type2","Cell12209",53034.3622965184,12209,12227,101,106,"White","#8c510a"
"Type1_6150","Type1","Cell12210",65309.8625673376,12210,12195,101,74,"Black","#35978f"
"Type2_6061","Type2","Cell12211",63094.0158884967,12211,12228,101,107,"White","#8c510a"
"Type2_6062","Type2","Cell12212",64138.1309446075,12212,12229,101,108,"White","#8c510a"
"Type2_6063","Type2","Cell12213",57644.7712958755,12213,12230,101,109,"White","#8c510a"
"Type1_6151","Type1","Cell12214",60575.5820527742,12214,12196,101,75,"White","#35978f"
"Type2_6064","Type2","Cell12215",63374.0893813982,12215,12231,101,110,"White","#8c510a"
"Type2_6065","Type2","Cell12216",64011.7245871633,12216,12232,101,111,"White","#8c510a"
"Type1_6152","Type1","Cell12217",65296.4945374583,12217,12205,101,84,"White","#35978f"
"Type1_6153","Type1","Cell12218",57197.9067302285,12218,12208,101,87,"White","#35978f"
"Type2_6066","Type2","Cell12219",50663.362906156,12219,12233,101,112,"White","#8c510a"
"Type2_6067","Type2","Cell12220",43424.8755227436,12220,12234,101,113,"White","#8c510a"
"Type2_6068","Type2","Cell12221",44186.0075616599,12221,12235,101,114,"White","#8c510a"
"Type1_6154","Type1","Cell12222",85009.3529387662,12222,12210,101,89,"White","#35978f"
"Type1_6155","Type1","Cell12223",67652.9754019646,12223,12211,101,90,"Black","#35978f"
"Type2_6069","Type2","Cell12224",74634.0429196038,12224,12236,101,115,"White","#8c510a"
"Type2_6070","Type2","Cell12225",67260.6482991024,12225,12237,101,116,"White","#8c510a"
"Type1_6156","Type1","Cell12226",65113.6607725846,12226,12212,101,91,"Black","#35978f"
"Type2_6071","Type2","Cell12227",70829.2889863747,12227,12238,101,117,"White","#8c510a"
"Type1_6157","Type1","Cell12228",67155.7705620615,12228,12213,101,92,"Black","#35978f"
"Type1_6158","Type1","Cell12229",58524.3572040925,12229,12214,101,93,"Black","#35978f"
"Type1_6159","Type1","Cell12230",60636.1652835104,12230,12215,101,94,"Black","#35978f"
"Type1_6160","Type1","Cell12231",46972.2156300348,12231,12216,101,95,"Black","#35978f"
"Type1_6161","Type1","Cell12232",83425.069211732,12232,12218,101,97,"Black","#35978f"
"Type2_6072","Type2","Cell12233",68475.5337453234,12233,12239,101,118,"White","#8c510a"
